lf_1,lf_2,lf_3,lf_4,lf_5,goal_status
258,373,375,149,321,Spawning on floor
106,499,275,310,439,Spawning on floor
356,373,375,149,498,Spawning on floor
258,373,375,149,321,Spawning on floor
356,373,375,149,498,Spawning on floor
114,267,375,149,140,Spawning on floor
369,283,318,392,337,Spawning on floor
414,115,378,346,331,Spawning on floor
114,267,378,149,140,Spawning on floor
369,283,318,392,337,Spawning on floor
226,264,147,107,498,Spawning on floor
369,283,318,392,337,Spawning on floor
22,444,263,387,136,Spawning on floor
214,267,375,149,321,Spawning on floor
106,499,275,310,439,Spawning on floor
114,267,375,149,140,Spawning on floor
114,267,375,149,140,Spawning on floor
258,373,375,149,321,Spawning on floor
414,115,378,346,331,Spawning on floor
114,267,375,149,140,Spawning on floor
414,115,378,346,331,Spawning on floor
226,264,147,107,498,Spawning on floor
106,499,275,310,439,Spawning on floor
414,115,378,346,331,Spawning on floor
258,373,375,149,321,Spawning on floor
414,115,378,346,331,Spawning on floor
414,115,378,346,331,Spawning on floor
258,373,375,149,321,Spawning on floor
356,373,375,149,498,Spawning on floor
414,115,378,346,331,Spawning on floor
414,115,378,346,331,Spawning on floor
114,267,375,149,140,Spawning on floor
108,115,378,412,145,Spawning on floor
214,267,375,149,140,Spawning on floor
414,115,378,346,331,Spawning on floor
152,499,275,392,337,Spawning on floor
214,267,375,149,140,Spawning on floor
226,264,147,107,498,Spawning on floor
369,283,318,392,337,Spawning on floor
369,283,318,392,337,Spawning on floor
414,115,378,346,331,Spawning on floor
226,264,147,107,498,Spawning on floor
356,373,375,149,498,Spawning on floor
214,267,375,149,321,Spawning on floor
184,115,176,1,145,Spawning on floor
226,444,465,387,473,Spawning on floor
258,373,375,149,321,Spawning on floor
108,115,378,412,145,Spawning on floor
414,115,378,346,331,Spawning on floor
22,444,263,387,136,Spawning on floor
214,267,375,149,140,Spawning on floor
214,267,375,149,321,Spawning on floor
414,115,378,346,331,Spawning on floor
106,499,275,310,439,Spawning on floor
414,115,378,346,331,Spawning on floor
356,373,375,149,498,Spawning on floor
414,115,378,346,331,Spawning on floor
258,373,375,149,321,Spawning on floor
152,499,275,392,337,Spawning on floor
258,373,375,149,321,Spawning on floor
214,267,375,149,321,Spawning on floor
414,115,378,346,331,Spawning on floor
414,115,378,346,331,Spawning on floor
214,267,375,149,321,initial position
214,267,375,149,321,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
214,373,375,149,321,initial position
22,444,263,387,136,initial position
356,373,375,149,498,initial position
214,373,375,149,321,initial position
235,444,263,387,136,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
152,499,275,412,439,initial position
22,444,263,387,136,initial position
214,267,375,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
114,267,378,149,140,initial position
356,373,375,149,498,initial position
226,444,465,387,473,initial position
258,373,375,149,321,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
356,373,375,149,498,initial position
114,267,378,149,140,initial position
214,267,375,149,321,initial position
108,115,378,302,331,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,302,331,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
214,373,375,149,321,initial position
414,115,378,346,331,initial position
108,115,378,412,145,initial position
106,499,275,310,439,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
114,267,378,149,140,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
114,267,378,149,140,initial position
108,499,176,412,145,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
214,373,375,149,321,initial position
114,267,375,149,140,initial position
22,444,263,387,136,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
22,444,263,387,136,initial position
22,444,263,387,136,initial position
414,267,378,346,331,initial position
152,499,147,412,439,initial position
108,115,378,412,145,initial position
106,444,263,387,136,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
108,115,378,302,331,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
226,373,147,107,498,initial position
414,115,378,346,331,initial position
214,267,375,149,140,initial position
214,373,375,149,321,initial position
369,283,318,392,337,initial position
214,267,375,149,321,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
214,373,375,149,321,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
184,115,176,412,145,initial position
258,373,375,149,321,initial position
414,267,378,346,331,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
214,373,375,149,321,initial position
179,373,375,1,321,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
114,267,378,149,140,initial position
106,499,275,310,439,initial position
108,115,176,412,145,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
214,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
356,373,375,149,321,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
356,373,375,149,498,initial position
114,267,375,149,140,initial position
214,267,375,149,321,initial position
106,499,275,310,439,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
258,373,375,149,498,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
226,264,147,107,498,initial position
22,444,263,387,136,initial position
214,267,375,149,321,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
258,373,147,149,498,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
108,115,378,412,145,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
214,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
214,267,375,149,140,initial position
114,267,378,149,140,initial position
214,267,375,149,321,initial position
108,115,176,412,145,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
108,499,176,412,145,initial position
214,373,375,149,321,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
106,499,263,310,439,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
414,267,375,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
214,373,375,149,321,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
214,267,375,149,140,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
108,115,378,302,331,initial position
369,283,318,392,337,initial position
214,267,375,149,321,initial position
22,444,263,387,136,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
152,499,275,310,439,initial position
106,499,275,310,439,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
179,373,375,1,321,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
114,267,378,149,140,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
184,115,176,1,145,initial position
356,373,375,149,498,initial position
22,444,263,387,136,initial position
152,283,318,392,337,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
226,444,465,387,473,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
108,115,176,412,145,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
114,267,375,149,140,initial position
214,267,375,149,321,initial position
356,373,375,149,498,initial position
226,264,147,107,498,initial position
184,115,176,1,145,initial position
214,267,375,149,321,initial position
108,115,378,302,145,initial position
114,267,375,149,140,initial position
152,499,275,412,439,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
152,499,275,392,337,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
214,267,375,149,140,initial position
106,499,275,310,439,initial position
114,267,378,149,140,initial position
108,115,176,412,145,initial position
214,267,375,149,321,initial position
106,499,275,310,439,initial position
152,499,275,392,337,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
214,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
152,499,147,107,439,initial position
114,267,375,149,140,initial position
114,267,375,149,140,initial position
152,499,275,392,337,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
108,499,176,412,145,initial position
108,115,176,412,145,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
152,499,275,412,439,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
108,115,378,412,145,initial position
152,499,275,412,439,initial position
214,267,375,149,321,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
179,373,375,1,321,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
108,115,378,412,145,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
226,444,465,149,473,initial position
106,499,275,310,439,initial position
108,115,176,412,145,initial position
214,373,375,149,321,initial position
152,499,275,392,337,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
108,115,378,412,145,initial position
114,267,378,149,140,initial position
258,373,375,149,321,initial position
214,267,375,149,140,initial position
214,267,375,149,140,initial position
214,267,375,149,321,initial position
179,373,375,1,321,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
22,444,263,387,136,initial position
356,373,375,149,498,initial position
214,373,375,149,321,initial position
106,499,275,310,439,initial position
235,444,263,387,136,initial position
414,115,378,346,331,initial position
184,115,176,1,145,initial position
152,499,275,412,439,initial position
414,267,375,346,331,initial position
106,499,275,310,439,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
226,444,465,387,473,initial position
106,499,275,310,439,initial position
106,499,275,412,439,initial position
114,267,378,149,140,initial position
106,444,263,387,136,initial position
369,283,318,392,337,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
214,267,375,149,140,initial position
356,373,375,149,498,initial position
414,267,378,346,331,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,302,331,initial position
114,267,378,149,140,initial position
22,444,263,387,136,initial position
114,267,378,149,140,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
226,264,147,107,498,initial position
226,444,465,387,473,initial position
114,267,375,149,140,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
108,115,176,412,145,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
152,499,275,392,337,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
108,115,378,412,145,initial position
226,444,465,149,473,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
258,373,375,149,321,initial position
108,115,378,412,145,initial position
114,267,378,149,140,initial position
114,267,378,149,140,initial position
108,499,176,412,145,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
108,499,176,412,145,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
108,115,176,412,145,initial position
214,267,375,149,321,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
114,267,378,149,140,initial position
152,283,318,392,337,initial position
226,264,147,107,498,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
114,267,375,149,140,initial position
22,444,263,387,136,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
235,444,263,387,136,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
214,267,375,149,140,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
214,373,375,149,321,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
226,444,465,149,473,initial position
22,444,263,387,136,initial position
152,499,275,107,337,initial position
108,115,378,412,145,initial position
108,499,176,412,145,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
235,444,263,387,136,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
235,444,263,387,136,initial position
258,373,375,149,321,initial position
106,444,263,310,136,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
108,115,378,412,145,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
214,267,375,149,140,initial position
356,373,375,149,498,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
214,373,375,149,321,initial position
108,115,378,412,145,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
356,373,375,149,498,initial position
22,444,263,387,136,initial position
108,115,176,412,145,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
179,267,375,1,140,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
114,267,378,149,140,initial position
226,444,465,149,473,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
226,264,147,107,498,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
356,373,375,149,498,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
108,115,176,412,145,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
214,267,375,149,140,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
184,499,176,412,145,initial position
106,499,275,310,439,initial position
108,499,176,412,145,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
108,499,176,412,145,initial position
108,499,176,412,145,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
108,115,378,302,145,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
214,267,375,149,140,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
235,444,263,387,136,initial position
106,499,275,310,439,initial position
226,264,147,107,136,initial position
414,115,378,346,331,initial position
108,115,378,412,145,initial position
22,444,263,387,136,initial position
214,267,375,149,140,initial position
22,444,263,387,136,initial position
22,444,263,387,136,initial position
369,283,318,392,337,initial position
108,115,378,302,145,initial position
235,444,263,387,136,initial position
214,267,375,149,140,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
214,267,375,149,140,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
214,267,375,149,321,initial position
235,444,263,387,136,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
214,267,375,149,140,initial position
179,267,375,1,140,initial position
108,115,378,412,145,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
179,267,375,1,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
184,115,176,1,145,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
369,283,318,392,337,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
108,115,378,412,145,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
184,115,176,1,145,initial position
369,283,318,392,337,initial position
226,444,465,387,473,initial position
214,267,375,149,321,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
369,283,318,392,337,initial position
214,267,375,149,140,initial position
214,267,375,149,321,initial position
258,373,375,149,321,initial position
214,267,375,149,321,initial position
114,267,375,149,140,initial position
258,373,375,149,498,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
356,373,375,149,498,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
179,373,375,1,321,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
106,499,275,310,439,initial position
114,267,378,149,140,initial position
235,444,263,387,136,initial position
114,267,378,149,140,initial position
106,499,275,310,439,initial position
214,267,375,149,321,initial position
106,499,275,310,439,initial position
108,499,176,412,145,initial position
356,373,375,149,498,initial position
226,444,465,149,473,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
22,444,263,387,136,initial position
356,373,375,149,498,initial position
114,267,375,149,140,initial position
184,499,176,412,145,initial position
258,373,375,149,321,initial position
258,373,375,149,498,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
214,267,375,149,140,initial position
106,499,275,310,439,initial position
369,283,318,392,337,initial position
414,267,378,346,331,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
152,499,275,412,439,initial position
414,115,378,346,331,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
258,373,375,149,498,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
258,373,375,149,321,initial position
22,444,263,387,136,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
152,283,318,392,337,initial position
214,267,375,149,321,initial position
114,267,375,149,140,initial position
114,267,378,149,140,initial position
114,267,378,149,140,initial position
214,267,375,149,321,initial position
214,267,375,149,140,initial position
108,115,176,412,145,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
214,373,375,149,321,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
414,115,378,346,331,initial position
152,499,275,412,439,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
214,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
235,444,263,387,136,initial position
179,267,375,1,140,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
226,264,147,107,498,initial position
114,267,378,149,140,initial position
152,499,275,392,337,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
22,444,263,387,136,initial position
214,373,375,149,321,initial position
106,499,275,310,439,initial position
226,264,147,107,498,initial position
114,267,378,149,140,initial position
258,373,375,149,321,initial position
108,115,378,302,145,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
108,115,378,412,145,initial position
369,283,318,392,337,initial position
369,283,318,392,337,initial position
108,115,378,302,145,initial position
414,115,378,346,331,initial position
108,115,378,412,145,initial position
214,267,375,149,321,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
106,444,263,310,136,initial position
106,499,275,310,439,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
114,267,375,149,140,initial position
258,373,375,149,321,initial position
356,373,375,149,498,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
356,373,375,149,498,initial position
106,499,275,310,439,initial position
114,267,375,149,140,initial position
22,444,263,387,136,initial position
226,264,147,107,498,initial position
22,444,263,387,136,initial position
114,267,375,149,140,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
356,373,375,149,498,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
106,499,275,310,439,initial position
214,373,375,149,321,initial position
414,115,378,346,331,initial position
114,267,378,149,140,initial position
214,267,375,149,140,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,375,149,140,initial position
114,267,378,149,140,initial position
114,267,378,149,140,initial position
414,115,378,346,331,initial position
414,115,378,346,331,initial position
258,373,375,149,321,initial position
114,267,378,149,140,initial position
369,283,318,392,337,initial position
108,115,176,412,145,initial position
414,115,378,346,331,initial position
214,373,375,149,321,initial position
369,283,318,392,337,initial position
106,499,275,310,439,initial position
356,373,375,149,498,initial position
214,267,375,149,321,initial position
369,283,318,392,337,initial position
414,115,378,346,331,initial position
414,267,378,346,331,initial position
226,264,147,107,498,initial position
414,115,378,346,331,initial position
106,499,275,310,439,initial position
258,373,375,149,321,initial position
